listing_name,address,property_management_name,monthly_rent,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,wifi_included,utility_laundry,included_appliances,parking_availability,apartment_size,apartment_size_unit,is_furnished,availability_status,image,description,source,website
Olivet Gardens - Style C,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,630,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style C - 1-bedroom apartment with 1 bathroom and 630 Sq.Ft. RENT INCLUDES: HEAT & HOT WATER. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Gardens - Style D,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,667,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style D - 1-bedroom apartment with 1 bathroom and 667 Sq.Ft. RENT INCLUDES: HEAT & HOT WATER. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Gardens - Style E,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,689,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style E - 1-bedroom apartment with 1 bathroom and 689 Sq.Ft. RENT INCLUDES: HEAT & HOT WATER. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Gardens - Style F,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,2,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,954,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style F - 2-bedroom apartment with 1 bathroom and 954 Sq.Ft. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Gardens - Style G,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,0,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,339,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style G - Studio apartment with 1 bathroom and 339 Sq.Ft. RENT INCLUDES: HEAT & HOT WATER. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Fort Anne Apartments,"3095 Olivet Street, Halifax, NS B3L 3Z8",Resident Manager - Christine Goodridge,-1,0,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,304,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneHall.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Studio style apartment with 304 square feet. Fort Anne is a three storey building located in the convenient West End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/fort-anne/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Fort Anne Apartments,"3095 Olivet Street, Halifax, NS B3L 3Z8",Resident Manager - Christine Goodridge,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,774,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneHall.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",1 bedroom apartment with 774 square feet. Fort Anne is a three storey building located in the convenient West End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/fort-anne/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Fort Anne Apartments,"3095 Olivet Street, Halifax, NS B3L 3Z8",Resident Manager - Christine Goodridge,-1,2,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,951,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneHall.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",2 bedroom apartment with 951 square feet. Fort Anne is a three storey building located in the convenient West End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/fort-anne/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Fort Anne Apartments,"3095 Olivet Street, Halifax, NS B3L 3Z8",Resident Manager - Christine Goodridge,-1,3,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,979,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneHall.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",3 bedroom apartment with 979 square feet. Fort Anne is a three storey building located in the convenient West End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/fort-anne/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Fort Anne Apartments,"3095 Olivet Street, Halifax, NS B3L 3Z8",Resident Manager - Christine Goodridge,-1,0,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,436,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneUnit1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480427/FortAnneHall.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Studio style apartment with 436 square feet. Fort Anne is a three storey building located in the convenient West End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/fort-anne/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
200 Glenforest Drive,"200 Glenforest Drive, Halifax, NS B3M 1J1",Resident Managers - Tim Evans & Karen Dube,-1,2,1,1,1,1,-1,3,"['Fridge', 'Stove']",1,848,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenforestExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenLiveSpace2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenLive2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenKitchen2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenDine2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenDine.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480435/200GlenLive.jpg?crop=(0,0,300,222)&cropxunits=300&cropyunits=225&quality=85']","Welcome to 200 Glenforest Drive This three storey building is conveniently located in Clayton Park in the Glenwood apartment community. Situated on a large property in a quiet neighbourhood. Beautiful grounds with an exterior common area deck and picnic tables for resident use. RENT INCLUDES: HEAT, HOT WATER AND ELECTRICITY Spacious units with in-suite storage Laundry facilities feature coinless operating system On-site Resident Manager Exterior Parking available* Equipped for Bell Aliant Fibe™ TV, Internet & Home Phone Close to grocery stores, Canada Games Centre, Bayers Lake Shopping and Mount Saint Vincent University. On major bus routes.",http://apartments.southwest.ca/apartments/ns/halifax/200-glenforest-drive/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
181 Willett Street,"181 Willett Street, Halifax, NS B3M 3C4",Resident Managers - Tim Evans & Karen Dube,-1,2,1,1,1,1,-1,2,"['Fridge', 'Stove']",1,833,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480433/181WillettExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480433/181WillettExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480433/181WillettSign.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480433/181WillettStreet.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480433/ResidentPatioWillet.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Welcome to 181 Willett Street This four storey building is conveniently located in Clayton Park off Willett Street within the Glenwood apartment community. 181 Willet building is situated on a large property in a quiet neighbourhood. Beautiful grounds with an exterior common area deck and picnic tables for individual use or community gatherings. RENT INCLUDES: HEAT, HOT WATER & ELECTRICITY Spacious units including plenty of in-unit storage space Laundry facilities feature coinless operating system On-site Resident Manager Exterior Parking on site* Equipped for Bell Aliant Fibe™ TV, Internet & Home Phone On major bus routes Close to grocery stores, Canada Games Centre, Bayers Lake Shopping area and Mount Saint Vincent University. This property is proudly managed by Resident Managers - Tim Evans & Karen Dube CHECK AVAILABILITY Call us : (902) 225-4532 EMAIL US or Testimonials Resident Manage really friendly and always see around the building working and talking to residents. Resident",http://apartments.southwest.ca/apartments/ns/halifax/181-willett-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
